FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
590197|Federal Hill|Summit|MD|24|Allegany|001|394042N|0785203W|39.6784199|-78.8675217|||||629|2064|Cumberland|09/12/1979|
590224|Fort Hill|Summit|MD|24|Garrett|023|393047N|0791224W|39.5131472|-79.206702|||||812|2664|Bittinger|09/12/1979|
590225|Fort Hill|Summit|MD|24|Allegany|001|393107N|0785408W|39.518702|-78.9022459|||||481|1578|Lonaconing|09/12/1979|
590237|Fox Hill|Summit|MD|24|Allegany|001|393303N|0785428W|39.5509233|-78.9078015|||||526|1726|Lonaconing|09/12/1979|
590242|Foys Hill|Summit|MD|24|Cecil|015|393536N|0760016W|39.5934471|-76.0043914|||||96|315|Havre De Grace|09/12/1979|
590244|Franklin Hill|Summit|MD|24|Garrett|023|392946N|0790338W|39.4962032|-79.0605855|||||644|2113|Westernport|09/12/1979|
590245|Franklin Hill|Summit|MD|24|Garrett|023|393023N|0790428W|39.5064806|-79.0744748|||||673|2208|Barton|09/12/1979|
590276|Gap Hill|Summit|MD|24|Garrett|023|393447N|0792431W|39.5798091|-79.4086521|||||833|2733|Sang Run|09/12/1979|
590282|Garrett Hill|Summit|MD|24|Garrett|023|392741N|0791843W|39.4614831|-79.3119845|||||800|2625|Deer Park|09/12/1979|
590302|Ginseng Hill|Summit|MD|24|Garrett|023|393342N|0792341W|39.5617547|-79.3947631|||||872|2861|Sang Run|09/12/1979|
590357|Gravel Hill|Summit|MD|24|Garrett|023|394207N|0785849W|39.7020298|-78.9803027|||||795|2608|Frostburg|09/12/1979|
590394|Guards Hill|Summit|MD|24|Garrett|023|394231N|0792238W|39.708691|-79.3772591|||||583|1913|Friendsville|09/12/1979|
590396|Gum Hill|Summit|MD|24|Garrett|023|394259N|0792622W|39.7164678|-79.4394832|||||680|2231|Friendsville|09/12/1979|
590407|Hampshire Hill|Summit|MD|24|Allegany|001|393001N|0790150W|39.5003696|-79.0305843|||||611|2005|Barton|09/12/1979|
590481|Hoffman Hill|Summit|MD|24|Allegany|001|393750N|0785440W|39.6306433|-78.9111344|||||643|2110|Frostburg|09/12/1979|
590504|Horse Rock Hill|Summit|MD|24|Allegany|001|392902N|0790129W|39.4839814|-79.0247508|||||523|1716|Westernport|09/12/1979|
590517|Hunting Hill|Summit|MD|24|Montgomery|031|390505N|0771153W|39.0848305|-77.1980364|||||157|515|Rockville|09/12/1979|
590553|Jenkins Hill|Summit|MD|24|Garrett|023|393537N|0790815W|39.593699|-79.1375314|||||822|2697|Bittinger|09/12/1979|
590562|Jigger Hill|Summit|MD|24|Frederick|021|392541N|0772950W|39.4281572|-77.497209|||||340|1115|Frederick|09/12/1979|
590643|Lawyers Hill|Summit|MD|24|Howard|027|391255N|0764340W|39.215385|-76.7277487|||||79|259|Relay|09/12/1979|
590648|Lease Hill|Summit|MD|24|Garrett|023|394320N|0790701W|39.7223048|-79.116973|||||680|2231|Avilton|09/12/1979|
590680|Loar Hill|Summit|MD|24|Allegany|001|393732N|0785230W|39.6256436|-78.8750222|||||776|2546|Frostburg|09/12/1979|
590702|Lookout Hill|Summit|MD|24|Garrett|023|392515N|0791842W|39.4209297|-79.3117073|||||828|2717|Deer Park|09/12/1979|
590747|Marsh Hill|Summit|MD|24|Garrett|023|393255N|0792210W|39.5487|-79.3694848|||||941|3087|McHenry|09/12/1979|
590780|McNamee Hill|Summit|MD|24|Allegany|001|394006N|0784401W|39.6684207|-78.7336289|||||277|909|Evitts Creek|09/12/1979|
590814|Monkey Lodge Hill|Summit|MD|24|Garrett|023|393022N|0791422W|39.5062031|-79.2394812|||||829|2720|Bittinger|09/12/1979|
590853|Mountain Hill|Summit|MD|24|Harford|025|393715N|0761357W|39.6209403|-76.2324555|||||65|213|Aberdeen|09/12/1979|
590863|Narrows Hill|Summit|MD|24|Garrett|023|393019N|0791803W|39.5053696|-79.3008723|||||801|2628|McHenry|09/12/1979|
590891|North Hill|Summit|MD|24|Garrett|023|392324N|0791258W|39.390098|-79.2161481|||||739|2425|Kitzmiller|09/12/1979|
590915|Oak Hill|Summit|MD|24|Garrett|023|393750N|0792135W|39.63064|-79.3597603|||||797|2615|Accident|09/12/1979|
590949|Opossum Hill|Summit|MD|24|Caroline|011|384709N|0754823W|38.7859472|-75.8063224|||||16|52|Hobbs|09/12/1979|
590992|Pee Wee Hill|Summit|MD|24|Garrett|023|392416N|0791122W|39.4045415|-79.1894802|||||746|2447|Kitzmiller|09/12/1979|
591003|Phoenix Hill|Summit|MD|24|Garrett|023|393112N|0790322W|39.5200911|-79.0561406|||||635|2083|Barton|09/12/1979|
591004|Pickell Hill|Summit|MD|24|Garrett|023|393323N|0790143W|39.5564787|-79.0286392|||||677|2221|Barton|09/12/1979|
591009|Pine Hill|Summit|MD|24|Garrett|023|393244N|0791217W|39.5456456|-79.2047568|||||801|2628|Bittinger|09/12/1979|
591040|Pond Hill|Summit|MD|24|Allegany|001|392841N|0785830W|39.4781483|-78.9750267|||||551|1808|Keyser|09/12/1979|
591059|Potomac Hill|Summit|MD|24|Allegany|001|393100N|0790039W|39.5167579|-79.0108612|||||541|1775|Barton|09/12/1979|
591119|Rhodes Hill|Summit|MD|24|Garrett|023|393231N|0790658W|39.5420347|-79.1161425|||||800|2625|Barton|09/12/1979|
591127|Ridge Hill|Summit|MD|24|Frederick|021|392608N|0772944W|39.4356572|-77.4955422|||||374|1227|Frederick|09/12/1979|
591132|Ridgley Hill|Summit|MD|24|Garrett|023|393943N|0791128W|39.6620287|-79.191143|||||798|2618|Grantsville|09/12/1979|
591138|River Hill|Summit|MD|24|Garrett|023|393407N|0792626W|39.5686984|-79.4405979|||||798|2618|Sang Run|09/12/1979|
591139|River View Hill|Summit|MD|24|Garrett|023|393734N|0792600W|39.6261952|-79.433374|||||669|2195|Friendsville|09/12/1979|
591178|Roman Nose Hill|Summit|MD|24|Garrett|023|393040N|0791945W|39.5112024|-79.3292064|||||915|3002|McHenry|09/12/1979|
591181|Rose Hill|Summit|MD|24|Charles|017|383113N|0770142W|38.520399|-77.0283085|||||49|161|Port Tobacco|09/12/1979|
591191|Roundtop Hill|Summit|MD|24|Washington|043|394040N|0781404W|39.6778696|-78.2344532|||||417|1368|Hancock|09/12/1979|
591201|Rush Hill|Summit|MD|24|Garrett|023|394034N|0792526W|39.6761924|-79.4239281|||||607|1991|Friendsville|09/12/1979|
591205|Ryles Hill|Summit|MD|24|Wicomico|045|381925N|0755246W|38.323732|-75.8793772|||||3|10|Nanticoke|09/12/1979|
591223|Sand Hill|Summit|MD|24|Dorchester|019|382744N|0755940W|38.4623416|-75.9943815|||||3|10|Chicamacomico River|09/12/1979|
591238|Schoolhouse Hill|Summit|MD|24|Harford|025|393612N|0761345W|39.6034407|-76.229122|||||110|361|Aberdeen|09/12/1979|
591257|Shade Hill|Summit|MD|24|Garrett|023|394144N|0790950W|39.6956387|-79.1639193|||||741|2431|Grantsville|09/12/1979|
591284|Short Hill|Summit|MD|24|Washington|043|393209N|0773800W|39.5359325|-77.6333238|||||329|1079|Funkstown|09/12/1979|
591328|Spook Hill|Summit|MD|24|Baltimore|005|393806N|0764311W|39.6351043|-76.7196955|||||233|764|New Freedom|09/12/1979|
591344|Starner Hill|Summit|MD|24|Garrett|023|394204N|0790906W|39.7011941|-79.1516965|||||728|2388|Grantsville|09/12/1979|
591361|Strawberry Hill|Summit|MD|24|Garrett|023|394226N|0790908W|39.7073049|-79.152252|||||722|2369|Grantsville|09/12/1979|
591371|Sugar Hill|Summit|MD|24|Harford|025|393724N|0761438W|39.6234399|-76.2438448|||||86|282|Aberdeen|09/12/1979|
591459|Upper Ford Hill|Summit|MD|24|Garrett|023|393304N|0792355W|39.5511997|-79.3986524|||||882|2894|Sang Run|09/12/1979|
591477|Wagner Hill|Summit|MD|24|Garrett|023|393908N|0791847W|39.6523058|-79.3130915|||||792|2598|Accident|09/12/1979|
591486|Walnut Hill|Summit|MD|24|Garrett|023|393947N|0790348W|39.6631413|-79.0633612|||||812|2664|Avilton|09/12/1979|
593891|Zehner Hill|Summit|MD|24|Garrett|023|394256N|0791217W|39.7156371|-79.2047534|||||907|2976|Grantsville|09/12/1979|
594596|Blue Gull Hill|Summit|MD|24|St. Mary's|037|380748N|0762218W|38.1301259|-76.3716153|||||22|72|Point No Point|09/12/1979|
595632|Blooming Rose Hill|Summit|MD|24|Garrett|023|393900N|0792711W|39.6500826|-79.4530963|||||653|2142|Friendsville|09/12/1979|
598535|Soapstone Hill|Summit|MA|25|Worcester|027|422839N|0721556W|42.477589|-72.2656387|||||269|883|Quabbin Reservoir|02/24/1974|
598538|Walnut Hill|Summit|MA|25|Worcester|027|421550N|0720453W|42.2639809|-72.0814655|||||282|925|North Brookfield|02/24/1974|
598543|Emerson Hill|Summit|MA|25|Worcester|027|420245N|0714938W|42.0459301|-71.8272932|||||209|686|Oxford|02/24/1974|
598546|Longley Hill|Summit|MA|25|Worcester|027|422017N|0714150W|42.3381487|-71.6972914|||||204|669|Shrewsbury|02/24/1974|
598548|Powder House Hill|Summit|MA|25|Worcester|027|422620N|0713608W|42.4389814|-71.6022892|||||163|535|Hudson|02/24/1974|
598549|Strawberry Hill|Summit|MA|25|Middlesex|017|422940N|0712408W|42.4945376|-71.4022836|||||101|331|Maynard|02/24/1974|
598551|Christian Hill|Summit|MA|25|Middlesex|017|423918N|0711729W|42.6550912|-71.2914491|||||92|302|Lowell|02/24/1974|
598567|Peaked Hill|Summit|MA|25|Dukes|007|412123N|0704420W|41.3565018|-70.7389169|||||82|269|Squibnocket|08/27/2002|
600164|High Pole Hill|Summit|MA|25|Barnstable|001|420307N|0701118W|42.0520472|-70.1883597|||||26|85|Provincetown|08/27/2002|
600166|Ocean View Hill|Summit|MA|25|Barnstable|001|420425N|0701218W|42.0737136|-70.205027|||||27|89|Provincetown|08/27/2002|
606077|Millers Hill|Summit|MA|25|Barnstable|001|420338N|0701038W|42.0606583|-70.1772486|||||11|36|Provincetown|08/27/2002|
606120|Stoddard Hill|Summit|MA|25|Franklin|011|423220N|0722953W|42.5389761|-72.4981429|||||336|1102|Millers Falls|08/27/2002|
606123|Kings Hill|Summit|MA|25|Hampshire|015|422300N|0723540W|42.3834224|-72.5945334|||||55|180|Mount Toby|08/27/2002|
606127|Parsons Hill|Summit|MA|25|Hampshire|015|422600N|0725708W|42.4334198|-72.9523203|||||537|1762|Worthington|08/27/2002|
606129|Pebble Hill|Summit|MA|25|Hampden|013|420927N|0725708W|42.1575911|-72.9523236|||||424|1391|Blandford|08/27/2002|
606147|Bonds Hill|Summit|MA|25|Worcester|027|421645N|0720258W|42.2792585|-72.0495206|||||272|892|North Brookfield|08/27/2002|
606148|Prospect Hill|Summit|MA|25|Worcester|027|422136N|0720151W|42.3600909|-72.0309097|||||294|965|North Brookfield|08/27/2002|
606152|Prospect Hill|Summit|MA|25|Worcester|027|423315N|0715853W|42.5542555|-71.9814657|||||343|1125|Gardner|08/27/2002|
606158|Pine Hill|Summit|MA|25|Worcester|027|423335N|0714750W|42.5598121|-71.7972952|||||229|751|Fitchburg|08/27/2002|
606160|Camp Hill|Summit|MA|25|Worcester|027|420706N|0715219W|42.1182926|-71.8720773|||||180|591|Oxford|08/27/2002|01/12/2015
606166|Rattlesnake Hill|Summit|MA|25|Worcester|027|422455N|0714040W|42.4153701|-71.6778467|||||135|443|Clinton|08/27/2002|
606225|Lindall Hill|Summit|MA|25|Essex|009|423425N|0705623W|42.5737057|-70.9397731|||||34|112|Salem|08/27/2002|
606226|Dales Hill|Summit|MA|25|Essex|009|423453N|0705703W|42.5814833|-70.9508846|||||40|131|Salem|08/27/2002|
606227|Ferncroft Hill|Summit|MA|25|Essex|009|423552N|0705813W|42.5978719|-70.9703298|||||54|177|Salem|08/27/2002|
606228|Bare Hill|Summit|MA|25|Essex|009|423552N|0705916W|42.5978718|-70.9878303|||||64|210|Salem|08/27/2002|
606233|LIttle Old Town Hill|Summit|MA|25|Essex|009|424625N|0705028W|42.7737033|-70.8411626|||||39|128|Newburyport East|08/27/2002|
606238|Moss Hill|Summit|MA|25|Barnstable|001|414650N|0703146W|41.7806615|-70.5294733|||||29|95|Sagamore|08/27/2002|
606250|West Hill|Summit|MA|25|Middlesex|017|424217N|0714156W|42.7048105|-71.6989608|||||183|600|Townsend|08/27/2002|12/19/2014
606252|Telegraph Hill|Summit|MA|25|Barnstable|001|413555N|0703746W|41.598719|-70.6294748|||||48|157|Woods Hole|08/27/2002|
606253|Ornes Hill|Summit|MA|25|Essex|009|424243N|0705811W|42.7120366|-70.9697763|||||27|89|Georgetown|08/27/2002|
606265|Riddle Hill|Summit|MA|25|Barnstable|001|413325N|0703826W|41.557053|-70.6405856|||||37|121|Woods Hole|08/27/2002|
606272|Nagog Hill|Summit|MA|25|Middlesex|017|423025N|0712635W|42.5070371|-71.4431183|||||112|367|Westford|08/27/2002|12/19/2014
606274|Charnock Hill|Summit|MA|25|Worcester|027|422307N|0715826W|42.3853686|-71.9739642|||||291|955|Wachusett Mountain|08/27/2002|
606275|Cheney Hill|Summit|MA|25|Worcester|027|422343N|0715731W|42.3953686|-71.9586862|||||369|1211|Wachusett Mountain|08/27/2002|
606276|Comet Hill|Summit|MA|25|Worcester|027|422809N|0715911W|42.4692567|-71.986465|||||331|1086|Wachusett Mountain|08/27/2002|
606277|Miles Hill|Summit|MA|25|Worcester|027|422255N|0715814W|42.3820353|-71.9706308|||||340|1115|Wachusett Mountain|08/27/2002|
606278|Dorothy Hill|Summit|MA|25|Worcester|027|421340N|0715126W|42.2278711|-71.8572944|||||215|705|Worcester South|08/27/2002|
606279|Plummers Hill|Summit|MA|25|Worcester|027|420708N|0713845W|42.1189852|-71.6458999|||||119|390|Uxbridge|08/27/2002|
606285|Aslebe Hill|Summit|MA|25|Essex|009|423729N|0710521W|42.6248151|-71.0892219|||||78|256|Reading|08/27/2002|
606286|Avery Hill|Summit|MA|25|Barnstable|001|414355N|0703328W|41.7320506|-70.5578072|||||76|249|Pocasset|08/27/2002|
606287|Bare Hill|Summit|MA|25|Worcester|027|420446N|0714935W|42.0795406|-71.8264599|||||261|856|Oxford|08/27/2002|
606289|Wyman Hill|Summit|MA|25|Norfolk|021|421217N|0711030W|42.2048209|-71.1750526|||||45|148|Norwood|08/27/2002|
606290|Hixon Hill|Summit|MA|25|Norfolk|021|420828N|0710950W|42.1412102|-71.1639401|||||68|223|Norwood|08/27/2002|
606291|Everett Hill|Summit|MA|25|Norfolk|021|421232N|0710951W|42.2089877|-71.164219|||||58|190|Norwood|08/27/2002|
606292|Winchester Hill|Summit|MA|25|Middlesex|017|421837N|0711221W|42.3103752|-71.2058879|||||63|207|Newton|08/27/2002|
606293|Powder House Hill|Summit|MA|25|Essex|009|425120N|0705503W|42.855646|-70.9175545|||||48|157|Newburyport West|08/27/2002|
606296|Babylon Hill (historical)|Summit|MA|25|Middlesex|017|422852N|0711133W|42.481206|-71.1925553|||||73|239|Lexington|08/27/2002|12/19/2014
606303|Little Turners Hill|Summit|MA|25|Essex|009|423946N|0705335W|42.6627731|-70.8929659|||||49|161|Georgetown|08/27/2002|11/03/2015
606306|Bare Hill|Summit|MA|25|Worcester|027|421210N|0720058W|42.2028707|-72.0161862|||||269|883|East Brookfield|08/27/2002|
606310|Watch Hill|Summit|MA|25|Barnstable|001|414040N|0695648W|41.6778899|-69.9466817|||||8|26|Chatham|08/27/2002|
606311|Indian Fort Hill|Summit|MA|25|Barnstable|001|414352N|0695826W|41.7312217|-69.9739049|||||0|0|Chatham|08/27/2002|
606312|Carters Hill|Summit|MA|25|Middlesex|017|422857N|0710516W|42.4825954|-71.0878307|||||69|226|Boston North|08/27/2002|
606316|Cherry Hill|Summit|MA|25|Norfolk|021|421155N|0710708W|42.1987102|-71.1189396|||||73|239|Blue Hills|08/27/2002|
606318|Estey Hill|Summit|MA|25|Worcester|027|420213N|0713413W|42.0370421|-71.5703414|||||125|410|Blackstone|08/27/2002|
606320|Nonaicoicus Hill|Summit|MA|25|Middlesex|017|423353N|0713446W|42.5648132|-71.5795117|||||116|381|Ayer|08/27/2002|
606322|Bear Hill|Summit|MA|25|Middlesex|017|422043N|0713450W|42.3453715|-71.5806215|||||154|505|Marlborough|08/27/2002|
606323|Pleasant Hill|Summit|MA|25|Middlesex|017|422028N|0713328W|42.341205|-71.5578431|||||164|538|Marlborough|08/27/2002|
606324|Prospect Hill|Summit|MA|25|Middlesex|017|422107N|0713233W|42.3520382|-71.542565|||||136|446|Marlborough|08/27/2002|
606392|Westford Hill|Summit|MA|25|Middlesex|017|423540N|0712523W|42.5945358|-71.4231187|||||87|285|Westford|04/01/1989|
606415|Overthrough Hill|Summit|MA|25|Middlesex|017|422009N|0712128W|42.335929|-71.357837|||||91|299|Natick|04/01/1989|
606423|Tashmoo Hill|Summit|MA|25|Dukes|007|412645N|0703703W|41.4459454|-70.6175284|||||36|118|Vineyard Haven|04/01/1989|
606432|Tawasentha Hill|Summit|MA|25|Barnstable|001|414652N|0700158W|41.7812202|-70.0327957|||||18|59|Orleans|04/01/1989|
606443|Pine Hill|Summit|MA|25|Middlesex|017|422753N|0710244W|42.4648181|-71.0456073|||||57|187|Boston North|07/01/1989|
606448|Belmont Hill|Summit|MA|25|Middlesex|017|422520N|0710355W|42.4223186|-71.0653295|||||21|69|Boston North|07/01/1989|
606451|Pasture Hill|Summit|MA|25|Middlesex|017|422625N|0710653W|42.4403737|-71.1147754|||||58|190|Boston North|07/01/1989|
606454|Rock Hill|Summit|MA|25|Middlesex|017|422545N|0710718W|42.4292627|-71.1217199|||||39|128|Boston North|07/01/1989|
606457|Round Hill|Summit|MA|25|Middlesex|017|422847N|0710332W|42.4798178|-71.0589411|||||37|121|Boston North|07/01/1989|
606458|Chestnut Hill|Summit|MA|25|Middlesex|017|421950N|0710944W|42.330653|-71.1622757|||||86|282|Newton|07/01/1989|
606459|Moffatt Hill|Summit|MA|25|Middlesex|017|422135N|0711407W|42.3598187|-71.2353334|||||33|108|Newton|07/01/1989|
606461|Institution Hill|Summit|MA|25|Middlesex|017|421938N|0711108W|42.3273195|-71.1856096|||||60|197|Newton|07/01/1989|
606462|Nonantum Hill|Summit|MA|25|Middlesex|017|421804N|0711140W|42.3012087|-71.1944986|||||58|190|Newton|07/01/1989|
606464|Coolidge Hill|Summit|MA|25|Middlesex|017|422204N|0710849W|42.3678747|-71.1469978|||||12|39|Newton|08/01/1989|
606465|Bucks Hill|Summit|MA|25|Middlesex|017|422743N|0711308W|42.4620395|-71.2189446|||||76|249|Lexington|08/01/1989|
606466|Turners Hill|Summit|MA|25|Middlesex|017|422650N|0711308W|42.4473175|-71.2189445|||||76|249|Lexington|08/01/1989|
606467|Flagstaff Hill|Summit|MA|25|Middlesex|017|422559N|0710741W|42.4331516|-71.128109|||||35|115|Lexington|08/01/1989|
606470|Steep Rock Hill|Summit|MA|25|Middlesex|017|421728N|0712038W|42.2912076|-71.3439475|||||88|289|Natick|08/01/1989|
606471|Reservoir Hill|Summit|MA|25|Middlesex|017|422156N|0711554W|42.3656518|-71.2650566|||||54|177|Natick|08/01/1989|
606473|Clarkes Hill|Summit|MA|25|Middlesex|017|423830N|0713528W|42.6417565|-71.5911794|||||64|210|Pepperell|08/01/1989|
606476|Nutting Hill|Summit|MA|25|Middlesex|017|424000N|0712658W|42.6667568|-71.4495091|||||50|164|Nashua South|08/01/1989|
606477|Warren Hill|Summit|MA|25|Middlesex|017|422640N|0713048W|42.4445373|-71.5133979|||||99|325|Hudson|08/01/1989|
606478|Honeypot Hill|Summit|MA|25|Middlesex|017|422420N|0713058W|42.4056489|-71.5161756|||||84|276|Hudson|08/01/1989|
606479|Long Hill|Summit|MA|25|Middlesex|017|422555N|0713308W|42.4320372|-71.5522878|||||106|348|Hudson|08/01/1989|
606480|Myers Hill|Summit|MA|25|Middlesex|017|423022N|0712503W|42.506204|-71.417562|||||94|308|Westford|08/01/1989|
606481|Flagstaff Hill|Summit|MA|25|Middlesex|017|422510N|0712516W|42.4195384|-71.4211728|||||87|285|Maynard|08/01/1989|
606482|Conant Hill|Summit|MA|25|Middlesex|017|422810N|0712723W|42.4695374|-71.4564518|||||75|246|Maynard|08/01/1989|
606484|Dirty Meadow Hill|Summit|MA|25|Middlesex|017|421342N|0712424W|42.2284298|-71.4067268|||||74|243|Holliston|08/01/1989|
606485|Silver Hill|Summit|MA|25|Middlesex|017|422750N|0711658W|42.4639835|-71.2828353|||||39|128|Concord|08/01/1989|
606486|Wood Hill|Summit|MA|25|Middlesex|017|423142N|0711153W|42.5284274|-71.1981116|||||62|203|Wilmington|08/01/1989|
606487|Pine Hill|Summit|MA|25|Middlesex|017|423332N|0711003W|42.5589826|-71.1675559|||||38|125|Wilmington|08/01/1989|
606488|Cowdry Hill|Summit|MA|25|Middlesex|017|423014N|0710535W|42.5039839|-71.0931088|||||56|184|Reading|08/01/1989|
606519|Taft Hill|Summit|MA|25|Worcester|027|424228N|0720905W|42.7078631|-72.1514709|||||375|1230|Royalston|03/01/1990|
606597|Pope Hill|Summit|MA|25|Middlesex|017|422314N|0713412W|42.3873155|-71.5700659|||||102|335|Hudson|03/01/1990|
606631|Walker Hill|Summit|MA|25|Worcester|027|422239N|0721631W|42.3775905|-72.2753599|||||205|673|Quabbin Reservoir|04/01/1990|
606633|School Hill|Summit|MA|25|Worcester|027|422337N|0721537W|42.3937014|-72.2603597|||||236|774|Quabbin Reservoir|04/01/1990|
606885|Skiff Hill|Summit|MA|25|Barnstable|001|414920N|0695745W|41.8223306|-69.9625178|||||1|3|Orleans|11/01/1991|
606886|Fort Hill|Summit|MA|25|Barnstable|001|414910N|0695745W|41.8195529|-69.9625177|||||7|23|Orleans|11/01/1991|
606971|Wilderness Hill|Summit|MA|25|Middlesex|017|423159N|0712838W|42.5331476|-71.4772863|||||121|397|Westford|08/27/2002|
606972|Blueberry Hill|Summit|MA|25|Essex|009|423905N|0705402W|42.6514825|-70.9006067|||||65|213|Georgetown|08/27/2002|
607065|Rye Hill|Summit|MA|25|Plymouth|023|420507N|0705420W|42.0853788|-70.9055985|||||49|161|Whitman|08/27/2002|
607260|Abbey Hill|Summit|MA|25|Berkshire|003|420822N|0730930W|42.1395352|-73.1584412|||||544|1785|Monterey|02/24/1974|
607269|Alum Hill|Summit|MA|25|Berkshire|003|420454N|0731840W|42.0817582|-73.3112255|||||330|1083|Ashley Falls|02/24/1974|
607273|Appletree Hill|Summit|MA|25|Berkshire|003|423426N|0731850W|42.5739708|-73.3139961|||||540|1772|Hancock|02/24/1974|
607286|Baldwin Hill|Summit|MA|25|Berkshire|003|421108N|0732613W|42.1856451|-73.4370591|||||304|997|Egremont|02/24/1974|
607290|Barret Hill|Summit|MA|25|Berkshire|003|422712N|0730359W|42.453419|-73.0664896|||||573|1880|Peru|02/24/1974|
607291|Barry Hill|Summit|MA|25|Berkshire|003|420300N|0730958W|42.0500928|-73.1662217|||||501|1644|South Sandisfield|02/24/1974|
607306|Bee Hill|Summit|MA|25|Berkshire|003|424212N|0731406W|42.7034136|-73.2351073|||||435|1427|Williamstown|02/24/1974|
607311|Benton Hill|Summit|MA|25|Berkshire|003|420425N|0731548W|42.073703|-73.2634464|||||408|1339|Ashley Falls|02/24/1974|
607316|Berry Hill|Summit|MA|25|Berkshire|003|423034N|0731907W|42.5095274|-73.3187175|||||667|2188|Hancock|02/24/1974|
607321|Birch Hill|Summit|MA|25|Berkshire|003|424248N|0731433W|42.7134133|-73.2426077|||||490|1608|Williamstown|02/24/1974|
607325|Bowman Hill|Summit|MA|25|Berkshire|003|420440N|0732018W|42.0778693|-73.3384486|||||241|791|Ashley Falls|02/24/1974|
607331|Brush Hill|Summit|MA|25|Berkshire|003|420657N|0731718W|42.1159242|-73.2884458|||||441|1447|Ashley Falls|02/24/1974|
607332|Buck Hill|Summit|MA|25|Berkshire|003|420745N|0730818W|42.1292578|-73.1384409|||||494|1621|Monterey|02/24/1974|
607337|Buxton Hill|Summit|MA|25|Berkshire|003|424249N|0731311W|42.7136914|-73.2198293|||||250|820|Williamstown|02/24/1974|
607349|Cheshire Harbor Hill|Summit|MA|25|Berkshire|003|423541N|0730758W|42.5948053|-73.1328807|||||390|1280|Cheshire|02/24/1974|
607351|Chestnut Hill|Summit|MA|25|Berkshire|003|421020N|0731018W|42.1723122|-73.171774|||||561|1841|Monterey|02/24/1974|
607352|Christian Hill|Summit|MA|25|Berkshire|003|421208N|0732143W|42.2023113|-73.3620562|||||276|906|Great Barrington|02/24/1974|
607360|Cobble Hill|Summit|MA|25|Berkshire|003|421437N|0731238W|42.2436993|-73.2106617|||||414|1358|Monterey|02/24/1974|
607372|Cone Hill|Summit|MA|25|Berkshire|003|422135N|0732208W|42.359808|-73.368998|||||365|1197|Stockbridge|02/24/1974|
607373|Constitution Hill|Summit|MA|25|Berkshire|003|423145N|0731441W|42.52925|-73.2448269|||||484|1588|Cheshire|02/24/1974|
607375|Court Hill|Summit|MA|25|Berkshire|003|422544N|0731318W|42.428974|-73.221771|||||329|1079|Pittsfield East|02/24/1974|
607376|Cowles Hill|Summit|MA|25|Berkshire|003|420607N|0730943W|42.102036|-73.1620534|||||534|1752|South Sandisfield|02/24/1974|
607389|Dewey Hill|Summit|MA|25|Berkshire|003|422313N|0731327W|42.3870302|-73.2242715|||||511|1676|Pittsfield East|02/24/1974|
607395|Dry Hill|Summit|MA|25|Berkshire|003|420839N|0731407W|42.1442571|-73.2353876|||||531|1742|Monterey|02/24/1974|
607396|Dugway Hill|Summit|MA|25|Berkshire|003|420757N|0732920W|42.1325902|-73.489007|||||565|1854|Egremont|02/24/1974|
607397|Dunbar Hill|Summit|MA|25|Berkshire|003|421710N|0732251W|42.2861986|-73.3809437|||||362|1188|State Line|02/24/1974|
607408|Evergreen Hill|Summit|MA|25|Berkshire|003|421540N|0731928W|42.261199|-73.3245533|||||294|965|Stockbridge|02/24/1974|
607413|Farnams Hill|Summit|MA|25|Berkshire|003|423127N|0731258W|42.5242503|-73.2162151|||||487|1598|Cheshire|02/24/1974|06/30/2011
607425|Ford Hill|Summit|MA|25|Berkshire|003|420445N|0731506W|42.0792585|-73.2517792|||||426|1398|Ashley Falls|02/24/1974|
607455|Halls Hill|Summit|MA|25|Berkshire|003|421007N|0731238W|42.168701|-73.210664|||||468|1535|Monterey|02/24/1974|
607471|Higley Hill|Summit|MA|25|Berkshire|003|420432N|0731033W|42.0756478|-73.1759435|||||523|1716|South Sandisfield|02/24/1974|
607504|Lanier Hill|Summit|MA|25|Berkshire|003|422038N|0731718W|42.3439752|-73.2884403|||||391|1283|Stockbridge|02/24/1974|
607506|Laurel Hill|Summit|MA|25|Berkshire|003|423110N|0731645W|42.5195275|-73.2792721|||||491|1611|Hancock|02/24/1974|
607512|Leffingwell Hill|Summit|MA|25|Berkshire|003|420700N|0731458W|42.1167576|-73.2495556|||||444|1457|South Sandisfield|02/24/1974|
607519|Lewis Hill|Summit|MA|25|Berkshire|003|423707N|0730146W|42.6186948|-73.029545|||||656|2152|Windsor|02/24/1974|
607548|Crum Hill|Summit|MA|25|Franklin|011|424239N|0730111W|42.7109159|-73.0198235|||||862|2828|North Adams|02/24/1974|
607550|Flat Rock Hill|Summit|MA|25|Berkshire|003|424011N|0730112W|42.6698053|-73.0201009|||||668|2192|North Adams|02/24/1974|
